,Total_counts,X,Y,label,region,Region,ground_truth,x,y
Cell_1122,472,4055.877449751892,-5293.611448047717,L6,L6,L6,L6,4055.877449751892,-5293.611448047717
Cell_1123,447,8082.411744466109,-5290.478839316435,L4,L4,L4,L4,8082.411744466109,-5290.478839316435
Cell_1124,716,804.0709484690068,-5294.890851381628,HPC,HPC,HPC,HPC,804.0709484690068,-5294.890851381628
Cell_1125,997,13793.778969011602,-5269.990541929798,L1,L1,L1,L1,13793.778969011602,-5269.990541929798
Cell_1126,418,1120.0892318679576,-5312.119980955404,HPC,HPC,HPC,HPC,1120.0892318679576,-5312.119980955404
Cell_1128,689,10297.424485524938,-5293.9878238259835,L2/3,L2/3,L2/3,L2/3,10297.424485524938,-5293.9878238259835
Cell_1129,312,8154.213289439487,-5333.981373992896,L4,L4,L4,L4,8154.213289439487,-5333.981373992896
Cell_1130,883,9093.854259660755,-5332.888311439868,L4,L4,L4,L4,9093.854259660755,-5332.888311439868
Cell_1132,803,444.98084314196495,-5297.057500600528,HPC,HPC,HPC,HPC,444.98084314196495,-5297.057500600528
Cell_1133,369,5550.5369000942965,-5340.317832150479,L5,L5,L5,L5,5550.5369000942965,-5340.317832150479
Cell_1134,332,4877.651652331371,-5345.228610230874,L6,L6,L6,L6,4877.651652331371,-5345.228610230874
Cell_1135,319,5060.381639782185,-5358.771653138806,L6,L6,L6,L6,5060.381639782185,-5358.771653138806
Cell_1136,499,1614.133688591544,-5340.904041386285,CC,CC,CC,CC,1614.133688591544,-5340.904041386285
Cell_1137,614,8600.627329473493,-5351.967523068573,L4,L4,L4,L4,8600.627329473493,-5351.967523068573
Cell_1138,603,3728.360371432473,-5373.589717328963,L6,L6,L6,L6,3728.360371432473,-5373.589717328963
Cell_1140,550,11593.859959486834,-5375.847467927077,L2/3,L2/3,L2/3,L2/3,11593.859959486834,-5375.847467927077
Cell_1142,362,7877.095031383821,-5391.0072740071555,L4,L4,L4,L4,7877.095031383821,-5391.0072740071555
Cell_1143,356,11238.421070234112,-5392.2254180602,L2/3,L2/3,L2/3,L2/3,11238.421070234112,-5392.2254180602
Cell_1145,294,8315.636265041574,-5375.57790631617,L4,L4,L4,L4,8315.636265041574,-5375.57790631617
Cell_1146,465,9511.050434324825,-5386.732087391419,L2/3,L2/3,L2/3,L2/3,9511.050434324825,-5386.732087391419
Cell_1147,397,3148.1538151891937,-5390.8480633330355,CC,CC,CC,CC,3148.1538151891937,-5390.8480633330355
Cell_1148,490,6459.446216116768,-5421.06762336972,L5,L5,L5,L5,6459.446216116768,-5421.06762336972
Cell_1149,561,10049.189301223843,-5438.163343861034,L2/3,L2/3,L2/3,L2/3,10049.189301223843,-5438.163343861034
Cell_1150,646,9283.805458744491,-5408.2338862061715,L4,L4,L4,L4,9283.805458744491,-5408.2338862061715
Cell_1152,716,3564.296697291574,-5417.760306021381,L6,L6,L6,L6,3564.296697291574,-5417.760306021381
Cell_1153,606,8145.936413756892,-5431.765135206091,L4,L4,L4,L4,8145.936413756892,-5431.765135206091
Cell_1154,273,6831.566086910269,-5442.322323280677,L5,L5,L5,L5,6831.566086910269,-5442.322323280677
Cell_1155,598,747.5497277586293,-5438.39177781108,HPC,HPC,HPC,HPC,747.5497277586293,-5438.39177781108
Cell_1156,570,11000.716587112172,-5455.11136459357,L2/3,L2/3,L2/3,L2/3,11000.716587112172,-5455.11136459357
Cell_1157,572,11814.213646109221,-5446.952894438138,L2/3,L2/3,L2/3,L2/3,11814.213646109221,-5446.952894438138
Cell_1158,385,1299.0535375380678,-5447.8389460210965,CC,CC,CC,CC,1299.0535375380678,-5447.8389460210965
Cell_1159,529,3324.231055041908,-5469.6034303983415,L6,L6,L6,L6,3324.231055041908,-5469.6034303983415
Cell_1160,609,7145.499202950646,-5473.07451630044,L5,L5,L5,L5,7145.499202950646,-5473.07451630044
Cell_1162,844,905.7540484475377,-5478.052194860814,HPC,HPC,HPC,HPC,905.7540484475377,-5478.052194860814
Cell_1163,755,7682.922458709349,-5474.165911799762,L4,L4,L4,L4,7682.922458709349,-5474.165911799762
Cell_1164,436,9543.265104405316,-5484.2241277737785,L2/3,L2/3,L2/3,L2/3,9543.265104405316,-5484.2241277737785
Cell_1165,614,6031.044145717418,-5481.628111927872,L5,L5,L5,L5,6031.044145717418,-5481.628111927872
Cell_1166,580,8603.584568886861,-5489.351220346715,L4,L4,L4,L4,8603.584568886861,-5489.351220346715
Cell_1168,341,9179.735102861196,-5478.307696855049,L4,L4,L4,L4,9179.735102861196,-5478.307696855049
Cell_1169,327,1933.5843869681546,-5499.658727244111,CC,CC,CC,CC,1933.5843869681546,-5499.658727244111
Cell_1170,451,8738.365442601766,-5494.4111027353,L4,L4,L4,L4,8738.365442601766,-5494.4111027353
Cell_1172,329,10718.030602863271,-5500.080294207784,L2/3,L2/3,L2/3,L2/3,10718.030602863271,-5500.080294207784
Cell_1174,715,2701.344576479965,-5519.12223751902,CC,CC,CC,CC,2701.344576479965,-5519.12223751902
Cell_1175,475,7291.18613497457,-5519.5713553019605,L5,L5,L5,L5,7291.18613497457,-5519.5713553019605
Cell_1177,461,9411.371399777225,-5513.372513658303,L4,L4,L4,L4,9411.371399777225,-5513.372513658303
Cell_1178,465,2592.866808688001,-5536.65127587644,CC,CC,CC,CC,2592.866808688001,-5536.65127587644
Cell_1179,538,1587.4918566775243,-5539.823522568637,CC,CC,CC,CC,1587.4918566775243,-5539.823522568637
Cell_1181,286,3459.556996685401,-5574.667002930298,L6,L6,L6,L6,3459.556996685401,-5574.667002930298
Cell_1182,381,8510.198335644938,-5579.54745393303,L4,L4,L4,L4,8510.198335644938,-5579.54745393303
Cell_1183,381,9683.665042752038,-5574.620202823623,L2/3,L2/3,L2/3,L2/3,9683.665042752038,-5574.620202823623
Cell_1184,350,4777.129033764536,-5589.928127772849,L6,L6,L6,L6,4777.129033764536,-5589.928127772849
Cell_1185,250,298.6749825459623,-5625.01303234815,HPC,HPC,HPC,HPC,298.6749825459623,-5625.01303234815
Cell_1186,444,6192.011547344111,-5576.930846659985,L5,L5,L5,L5,6192.011547344111,-5576.930846659985
Cell_1187,341,9559.260784661814,-5614.15634061187,L2/3,L2/3,L2/3,L2/3,9559.260784661814,-5614.15634061187
Cell_1188,841,11300.845337657163,-5614.324486544917,L2/3,L2/3,L2/3,L2/3,11300.845337657163,-5614.324486544917
Cell_1189,784,3688.9044627034004,-5604.143160947318,L6,L6,L6,L6,3688.9044627034004,-5604.143160947318
Cell_1190,309,8697.967531380753,-5607.877322175733,L4,L4,L4,L4,8697.967531380753,-5607.877322175733
Cell_1191,280,12057.90221468578,-5590.103643183804,L2/3,L2/3,L2/3,L2/3,12057.90221468578,-5590.103643183804
Cell_1192,273,3955.135167384819,-5622.570699370235,L6,L6,L6,L6,3955.135167384819,-5622.570699370235
Cell_1193,656,10629.779330674528,-5632.873070920756,L2/3,L2/3,L2/3,L2/3,10629.779330674528,-5632.873070920756
Cell_1194,528,13802.695726953063,-5619.669010854609,L1,L1,L1,L1,13802.695726953063,-5619.669010854609
Cell_1195,252,1960.8386028882599,-5634.0722064961865,CC,CC,CC,CC,1960.8386028882599,-5634.0722064961865
Cell_1196,515,10352.196037125235,-5638.210142272699,L2/3,L2/3,L2/3,L2/3,10352.196037125235,-5638.210142272699
Cell_1198,240,3234.826116586287,-5639.844202138814,L6,L6,L6,L6,3234.826116586287,-5639.844202138814
Cell_1200,827,9963.44199369808,-5643.9757949011755,L2/3,L2/3,L2/3,L2/3,9963.44199369808,-5643.9757949011755
Cell_1201,1036,5017.5945530990175,-5604.583475056689,L6,L6,L6,L6,5017.5945530990175,-5604.583475056689
Cell_1202,255,11637.499146757678,-5657.500752860871,L2/3,L2/3,L2/3,L2/3,11637.499146757678,-5657.500752860871
Cell_1203,409,10205.459869744278,-5665.055167129585,L2/3,L2/3,L2/3,L2/3,10205.459869744278,-5665.055167129585
Cell_1204,257,2165.139392808842,-5702.730308259105,CC,CC,CC,CC,2165.139392808842,-5702.730308259105
Cell_1205,438,10093.028006905812,-5700.6590255131405,L2/3,L2/3,L2/3,L2/3,10093.028006905812,-5700.6590255131405
Cell_1206,388,9259.977206616592,-5699.3842313202795,L4,L4,L4,L4,9259.977206616592,-5699.3842313202795
Cell_1207,474,9005.417952867801,-5708.065132435953,L4,L4,L4,L4,9005.417952867801,-5708.065132435953
Cell_1208,296,4352.665683337174,-5707.539940078359,L6,L6,L6,L6,4352.665683337174,-5707.539940078359
Cell_1210,560,7465.7139542355335,-5717.676757219862,L4,L4,L4,L4,7465.7139542355335,-5717.676757219862
Cell_1212,382,656.0813779331004,-5735.392638315255,HPC,HPC,HPC,HPC,656.0813779331004,-5735.392638315255
Cell_1213,734,9855.723322494829,-5735.016891178581,L2/3,L2/3,L2/3,L2/3,9855.723322494829,-5735.016891178581
Cell_1214,517,8515.455210772834,-5723.233265027322,L4,L4,L4,L4,8515.455210772834,-5723.233265027322
Cell_1215,257,8260.456108248663,-5736.30861462898,L4,L4,L4,L4,8260.456108248663,-5736.30861462898
Cell_1216,531,12246.169925282986,-5748.320791016062,L1,L1,L1,L1,12246.169925282986,-5748.320791016062
Cell_1217,520,10863.327508532424,-5764.087986348122,L2/3,L2/3,L2/3,L2/3,10863.327508532424,-5764.087986348122
Cell_1218,329,831.4332618600911,-5788.600375234521,HPC,HPC,HPC,HPC,831.4332618600911,-5788.600375234521
Cell_1219,287,1346.553744584279,-5776.78667216835,CC,CC,CC,CC,1346.553744584279,-5776.78667216835
Cell_1220,692,9139.473331509847,-5760.661378555798,L4,L4,L4,L4,9139.473331509847,-5760.661378555798
Cell_1221,727,4914.397938401429,-5773.656220125525,L6,L6,L6,L6,4914.397938401429,-5773.656220125525
Cell_1222,728,11656.616071126737,-5789.804401473918,L2/3,L2/3,L2/3,L2/3,11656.616071126737,-5789.804401473918
Cell_1223,751,12113.173948305652,-5783.9962269473535,L2/3,L2/3,L2/3,L2/3,12113.173948305652,-5783.9962269473535
Cell_1224,568,8639.328248393584,-5780.988374944818,L4,L4,L4,L4,8639.328248393584,-5780.988374944818
Cell_1225,266,1779.7834044570886,-5791.636794689426,CC,CC,CC,CC,1779.7834044570886,-5791.636794689426
Cell_1227,440,6243.206118018551,-5790.509255970002,L5,L5,L5,L5,6243.206118018551,-5790.509255970002
Cell_1228,230,1965.5069132009216,-5782.0078459343795,CC,CC,CC,CC,1965.5069132009216,-5782.0078459343795
Cell_1229,308,4747.846313107183,-5796.732441471572,L6,L6,L6,L6,4747.846313107183,-5796.732441471572
Cell_1230,456,7799.224487053131,-5792.33626019174,L4,L4,L4,L4,7799.224487053131,-5792.33626019174
Cell_1231,330,5929.976056593507,-5830.415472519499,L5,L5,L5,L5,5929.976056593507,-5830.415472519499
Cell_1232,302,11223.38649215325,-5809.536438147276,L2/3,L2/3,L2/3,L2/3,11223.38649215325,-5809.536438147276
Cell_1233,552,11341.05743272664,-5799.41278411565,L2/3,L2/3,L2/3,L2/3,11341.05743272664,-5799.41278411565
Cell_1234,349,2459.188761668276,-5795.196440888399,CC,CC,CC,CC,2459.188761668276,-5795.196440888399
Cell_1235,584,6584.125699648989,-5804.807655820131,L5,L5,L5,L5,6584.125699648989,-5804.807655820131
Cell_1236,442,242.42662148169063,-5865.237064231698,HPC,HPC,HPC,HPC,242.42662148169063,-5865.237064231698
Cell_1237,299,3686.6097111553786,-5813.298356573705,L6,L6,L6,L6,3686.6097111553786,-5813.298356573705
Cell_1238,251,8047.409523349592,-5787.342009948326,L4,L4,L4,L4,8047.409523349592,-5787.342009948326
Cell_1239,208,1207.8867013653164,-5801.058912272762,HPC,HPC,HPC,HPC,1207.8867013653164,-5801.058912272762
Cell_1240,902,3540.793528880239,-5818.417216931953,L6,L6,L6,L6,3540.793528880239,-5818.417216931953
Cell_1241,390,4461.304862902455,-5813.480462405655,L6,L6,L6,L6,4461.304862902455,-5813.480462405655
Cell_1242,434,13711.940806173216,-5804.2790130977755,L1,L1,L1,L1,13711.940806173216,-5804.2790130977755
Cell_1243,650,5278.4559113218265,-5862.599712864345,L6,L6,L6,L6,5278.4559113218265,-5862.599712864345
Cell_1244,486,5634.785060026678,-5855.748110271232,L5,L5,L5,L5,5634.785060026678,-5855.748110271232
Cell_1245,288,12376.262214234963,-5848.988548501693,L1,L1,L1,L1,12376.262214234963,-5848.988548501693
Cell_1246,721,9818.203315455876,-5853.133187063221,L2/3,L2/3,L2/3,L2/3,9818.203315455876,-5853.133187063221
Cell_1247,552,3352.370096745822,-5875.663236587511,L6,L6,L6,L6,3352.370096745822,-5875.663236587511
Cell_1248,324,3820.3291761602113,-5872.275272814486,L6,L6,L6,L6,3820.3291761602113,-5872.275272814486
Cell_1251,216,9341.546272493571,-5889.062467866324,L4,L4,L4,L4,9341.546272493571,-5889.062467866324
Cell_1252,386,13697.795579682048,-5906.862659945717,L1,L1,L1,L1,13697.795579682048,-5906.862659945717
Cell_1253,391,8589.662454424926,-5910.105485581704,L4,L4,L4,L4,8589.662454424926,-5910.105485581704
Cell_1254,337,2174.812101910828,-5900.265752082312,CC,CC,CC,CC,2174.812101910828,-5900.265752082312
Cell_1255,330,6607.5504654859205,-5918.408094913714,L5,L5,L5,L5,6607.5504654859205,-5918.408094913714
Cell_1256,365,11741.895863495349,-5903.161220268873,L2/3,L2/3,L2/3,L2/3,11741.895863495349,-5903.161220268873
Cell_1257,298,1948.1768525402729,-5946.402676579925,CC,CC,CC,CC,1948.1768525402729,-5946.402676579925
Cell_1258,362,13509.942565832906,-5927.290104892541,L1,L1,L1,L1,13509.942565832906,-5927.290104892541
Cell_1259,447,3958.8804727019015,-5923.481336124193,L6,L6,L6,L6,3958.8804727019015,-5923.481336124193
Cell_1260,453,4262.054931059306,-5935.26989312808,L6,L6,L6,L6,4262.054931059306,-5935.26989312808
Cell_1261,436,5491.268404225181,-5948.412319397789,L5,L5,L5,L5,5491.268404225181,-5948.412319397789
Cell_1262,611,10318.9029732809,-5931.605902458745,L2/3,L2/3,L2/3,L2/3,10318.9029732809,-5931.605902458745
Cell_1263,395,728.0904092013012,-5942.469458827843,HPC,HPC,HPC,HPC,728.0904092013012,-5942.469458827843
Cell_1264,795,7866.524504223833,-5960.9370319333775,L4,L4,L4,L4,7866.524504223833,-5960.9370319333775
Cell_1265,867,9968.631235431236,-5946.014085914086,L2/3,L2/3,L2/3,L2/3,9968.631235431236,-5946.014085914086
Cell_1266,384,1587.0369261477047,-5943.947723600419,CC,CC,CC,CC,1587.0369261477047,-5943.947723600419
Cell_1267,538,10509.73285111513,-5955.744062688365,L2/3,L2/3,L2/3,L2/3,10509.73285111513,-5955.744062688365
Cell_1268,232,13026.756858710562,-5966.52737768633,L1,L1,L1,L1,13026.756858710562,-5966.52737768633
Cell_1269,798,11344.634652324241,-5970.762133435779,L2/3,L2/3,L2/3,L2/3,11344.634652324241,-5970.762133435779
Cell_1270,202,3756.84887168506,-5980.941195849118,L6,L6,L6,L6,3756.84887168506,-5980.941195849118
Cell_1271,699,2757.143534052199,-5939.0247419511825,CC,CC,CC,CC,2757.143534052199,-5939.0247419511825
Cell_1272,535,11623.464986297417,-5977.463688158085,L2/3,L2/3,L2/3,L2/3,11623.464986297417,-5977.463688158085
Cell_1273,409,10784.391184387618,-6007.74932705249,L2/3,L2/3,L2/3,L2/3,10784.391184387618,-6007.74932705249
Cell_1274,621,8401.201051508084,-5991.895363086532,L4,L4,L4,L4,8401.201051508084,-5991.895363086532
Cell_1275,920,9088.742380478088,-6026.205677290836,L4,L4,L4,L4,9088.742380478088,-6026.205677290836
Cell_1276,729,11074.601122010845,-6013.705017707713,L2/3,L2/3,L2/3,L2/3,11074.601122010845,-6013.705017707713
Cell_1277,639,12101.786743623159,-6002.505306274436,L2/3,L2/3,L2/3,L2/3,12101.786743623159,-6002.505306274436
Cell_1278,465,1700.5145345168482,-6002.721214925749,CC,CC,CC,CC,1700.5145345168482,-6002.721214925749
Cell_1279,783,3038.9622746961018,-5991.748567835685,CC,CC,CC,CC,3038.9622746961018,-5991.748567835685
Cell_1280,665,8872.47436321535,-6012.211710221634,L4,L4,L4,L4,8872.47436321535,-6012.211710221634
Cell_1281,497,13714.640208717004,-6003.008839779006,L1,L1,L1,L1,13714.640208717004,-6003.008839779006
Cell_1282,335,510.3522469570047,-6014.825195538483,HPC,HPC,HPC,HPC,510.3522469570047,-6014.825195538483
Cell_1283,327,4090.088669663184,-5992.087035199345,L6,L6,L6,L6,4090.088669663184,-5992.087035199345
Cell_1284,410,7603.242514855281,-6005.138278704236,L4,L4,L4,L4,7603.242514855281,-6005.138278704236
Cell_1285,398,12332.667487978379,-6011.356078369035,L1,L1,L1,L1,12332.667487978379,-6011.356078369035
Cell_1286,358,13489.007089480745,-6025.105064827234,L1,L1,L1,L1,13489.007089480745,-6025.105064827234
Cell_1287,326,13601.930336567617,-6029.965509399636,L1,L1,L1,L1,13601.930336567617,-6029.965509399636
Cell_1288,256,4808.104825675364,-6039.165088894019,L6,L6,L6,L6,4808.104825675364,-6039.165088894019
Cell_1289,399,4197.609385136596,-6029.340661717004,L6,L6,L6,L6,4197.609385136596,-6029.340661717004
Cell_1290,511,2928.3533297384743,-6017.853329738474,CC,CC,CC,CC,2928.3533297384743,-6017.853329738474
Cell_1291,485,8600.730709845995,-6060.772002058672,L4,L4,L4,L4,8600.730709845995,-6060.772002058672
Cell_1292,389,2611.798280279672,-6074.539931384897,CC,CC,CC,CC,2611.798280279672,-6074.539931384897
Cell_1293,607,9331.849741167924,-6078.611252383979,L4,L4,L4,L4,9331.849741167924,-6078.611252383979
Cell_1294,273,3797.379074295045,-6078.584060792564,L6,L6,L6,L6,3797.379074295045,-6078.584060792564
Cell_1295,507,9747.094809637121,-6058.6157792980375,L2/3,L2/3,L2/3,L2/3,9747.094809637121,-6058.6157792980375
Cell_1297,450,3456.322411115977,-6105.014213480909,L6,L6,L6,L6,3456.322411115977,-6105.014213480909
Cell_1299,457,4038.808167621616,-6116.88383327716,L6,L6,L6,L6,4038.808167621616,-6116.88383327716
Cell_1300,292,9219.449417689644,-6119.052187598363,L4,L4,L4,L4,9219.449417689644,-6119.052187598363
Cell_1301,406,12775.4841592499,-6113.203127861408,L1,L1,L1,L1,12775.4841592499,-6113.203127861408
Cell_1302,352,13723.241451941303,-6113.4188724285605,L1,L1,L1,L1,13723.241451941303,-6113.4188724285605
Cell_1303,307,2415.870105986546,-6132.389827227411,CC,CC,CC,CC,2415.870105986546,-6132.389827227411
Cell_1304,607,6421.831022163014,-6084.851913527917,L5,L5,L5,L5,6421.831022163014,-6084.851913527917
Cell_1305,708,7309.338464594301,-6144.7823021154045,L5,L5,L5,L5,7309.338464594301,-6144.7823021154045
Cell_1306,560,12071.521531100478,-6142.376184887605,L2/3,L2/3,L2/3,L2/3,12071.521531100478,-6142.376184887605
Cell_1307,496,1650.6172652422085,-6145.610092438248,CC,CC,CC,CC,1650.6172652422085,-6145.610092438248
Cell_1308,605,5566.1154264972765,-6146.1120790481955,L5,L5,L5,L5,5566.1154264972765,-6146.1120790481955
Cell_1309,686,3142.2653541357113,-6162.606550272412,CC,CC,CC,CC,3142.2653541357113,-6162.606550272412
Cell_1310,676,6147.652068478772,-6169.181150240688,L5,L5,L5,L5,6147.652068478772,-6169.181150240688
Cell_1311,312,12473.65973163163,-6179.267974998907,L1,L1,L1,L1,12473.65973163163,-6179.267974998907
Cell_1312,453,3917.3426840098214,-6173.243796688083,L6,L6,L6,L6,3917.3426840098214,-6173.243796688083
Cell_1314,302,5806.1593382673045,-6190.726848684621,L5,L5,L5,L5,5806.1593382673045,-6190.726848684621
Cell_1316,304,13746.189608569426,-6188.828911802983,L1,L1,L1,L1,13746.189608569426,-6188.828911802983
Cell_1317,344,2967.646446639364,-6199.95205974464,CC,CC,CC,CC,2967.646446639364,-6199.95205974464
Cell_1318,888,3630.0739637703414,-6201.601350936446,L6,L6,L6,L6,3630.0739637703414,-6201.601350936446
Cell_1319,346,1812.1411301185346,-6159.401198814655,CC,CC,CC,CC,1812.1411301185346,-6159.401198814655
Cell_1320,379,2132.390265189661,-6168.302551191675,CC,CC,CC,CC,2132.390265189661,-6168.302551191675
Cell_1321,372,9995.779348869686,-6184.006502574845,L2/3,L2/3,L2/3,L2/3,9995.779348869686,-6184.006502574845
Cell_1322,477,655.3741228070176,-6193.480007309941,HPC,HPC,HPC,HPC,655.3741228070176,-6193.480007309941
Cell_1323,276,1537.4125779692624,-6210.292264163078,CC,CC,CC,CC,1537.4125779692624,-6210.292264163078
Cell_1324,215,7880.187838130275,-6218.506600302965,L4,L4,L4,L4,7880.187838130275,-6218.506600302965
Cell_1325,377,5908.531053059565,-6193.965795893474,L5,L5,L5,L5,5908.531053059565,-6193.965795893474
Cell_1326,455,8226.1880489335,-6225.021748222502,L4,L4,L4,L4,8226.1880489335,-6225.021748222502
Cell_1327,712,10414.008381521668,-6227.125690338509,L2/3,L2/3,L2/3,L2/3,10414.008381521668,-6227.125690338509
Cell_1329,956,4658.963596736667,-6195.40885930551,L6,L6,L6,L6,4658.963596736667,-6195.40885930551
Cell_1330,515,4243.3290677283285,-6237.123039006588,L6,L6,L6,L6,4243.3290677283285,-6237.123039006588
Cell_1331,782,6662.451994450224,-6257.734131113423,L5,L5,L5,L5,6662.451994450224,-6257.734131113423
Cell_1332,515,11194.219088937094,-6273.643806663329,L2/3,L2/3,L2/3,L2/3,11194.219088937094,-6273.643806663329
Cell_1333,256,1282.916712937257,-6257.342726263188,CC,CC,CC,CC,1282.916712937257,-6257.342726263188
Cell_1334,491,8347.204757933547,-6261.082693236185,L4,L4,L4,L4,8347.204757933547,-6261.082693236185
Cell_1335,450,12016.099027177945,-6287.276752606553,L2/3,L2/3,L2/3,L2/3,12016.099027177945,-6287.276752606553
Cell_1336,312,7007.245987075256,-6252.835800152873,L5,L5,L5,L5,7007.245987075256,-6252.835800152873
Cell_1337,616,12196.351247828146,-6260.0291423155895,L2/3,L2/3,L2/3,L2/3,12196.351247828146,-6260.0291423155895
Cell_1338,479,10858.919222289036,-6282.746843054721,L2/3,L2/3,L2/3,L2/3,10858.919222289036,-6282.746843054721
Cell_1340,278,13749.63606286187,-6300.75121771896,L1,L1,L1,L1,13749.63606286187,-6300.75121771896
Cell_1342,744,7434.681045296167,-6279.29156794425,L4,L4,L4,L4,7434.681045296167,-6279.29156794425
Cell_1346,742,6079.556228652446,-6325.804536959464,L5,L5,L5,L5,6079.556228652446,-6325.804536959464
Cell_1347,289,1509.5075415753513,-6315.4229083408545,CC,CC,CC,CC,1509.5075415753513,-6315.4229083408545
Cell_1348,779,9860.083656055136,-6320.769510994422,L2/3,L2/3,L2/3,L2/3,9860.083656055136,-6320.769510994422
Cell_1349,375,10155.231620179064,-6333.6755337465565,L2/3,L2/3,L2/3,L2/3,10155.231620179064,-6333.6755337465565
Cell_1350,514,11290.694093628335,-6321.137403855284,L2/3,L2/3,L2/3,L2/3,11290.694093628335,-6321.137403855284
Cell_1351,658,11700.303223997757,-6336.213484721055,L2/3,L2/3,L2/3,L2/3,11700.303223997757,-6336.213484721055
Cell_1352,211,885.3753868440114,-6328.645749654311,HPC,HPC,HPC,HPC,885.3753868440114,-6328.645749654311
Cell_1353,645,7046.3818080213205,-6344.315565490264,L5,L5,L5,L5,7046.3818080213205,-6344.315565490264
Cell_1354,692,9382.737257928196,-6308.367985889096,L4,L4,L4,L4,9382.737257928196,-6308.367985889096
Cell_1355,532,5910.400401313389,-6341.235680408609,L5,L5,L5,L5,5910.400401313389,-6341.235680408609
Cell_1356,204,3881.968621477533,-6329.439603960395,L6,L6,L6,L6,3881.968621477533,-6329.439603960395
Cell_1357,334,7745.022766342982,-6335.1546717465035,L4,L4,L4,L4,7745.022766342982,-6335.1546717465035
Cell_1358,221,10564.993858079904,-6321.672450805008,L2/3,L2/3,L2/3,L2/3,10564.993858079904,-6321.672450805008
Cell_1359,288,11435.301751549448,-6350.473834545945,L2/3,L2/3,L2/3,L2/3,11435.301751549448,-6350.473834545945
Cell_1360,204,1210.5513046890328,-6352.122228762017,HPC,HPC,HPC,HPC,1210.5513046890328,-6352.122228762017
Cell_1361,544,3362.832090622312,-6353.474906796673,L6,L6,L6,L6,3362.832090622312,-6353.474906796673
Cell_1362,207,9674.209096036508,-6362.788904271138,L2/3,L2/3,L2/3,L2/3,9674.209096036508,-6362.788904271138
Cell_1363,239,668.8180716296528,-6377.663121676573,HPC,HPC,HPC,HPC,668.8180716296528,-6377.663121676573
Cell_1364,263,4429.318072430592,-6379.089804543053,L6,L6,L6,L6,4429.318072430592,-6379.089804543053
Cell_1365,719,6735.648859282479,-6365.706287008012,L5,L5,L5,L5,6735.648859282479,-6365.706287008012
Cell_1366,653,12836.44514337064,-6347.7004329711635,L1,L1,L1,L1,12836.44514337064,-6347.7004329711635
Cell_1368,251,7618.382697947214,-6382.390322580644,L4,L4,L4,L4,7618.382697947214,-6382.390322580644
Cell_1369,316,13539.365362827086,-6375.001996223361,L1,L1,L1,L1,13539.365362827086,-6375.001996223361
Cell_1370,430,2614.5622121981023,-6387.177520909689,CC,CC,CC,CC,2614.5622121981023,-6387.177520909689
Cell_1371,400,3147.233611926813,-6382.532098486558,CC,CC,CC,CC,3147.233611926813,-6382.532098486558
Cell_1373,224,1559.172307011723,-6403.563813315638,CC,CC,CC,CC,1559.172307011723,-6403.563813315638
Cell_1375,262,9018.155515908416,-6377.419664981662,L4,L4,L4,L4,9018.155515908416,-6377.419664981662
Cell_1377,520,2412.40823432284,-6365.152338562045,CC,CC,CC,CC,2412.40823432284,-6365.152338562045
Cell_1378,513,7298.9990204573705,-6379.265719775459,L5,L5,L5,L5,7298.9990204573705,-6379.265719775459
Cell_1379,255,8542.13165625167,-6402.613790525023,L4,L4,L4,L4,8542.13165625167,-6402.613790525023
Cell_1380,334,4608.706895740174,-6380.48745587197,L6,L6,L6,L6,4608.706895740174,-6380.48745587197
Cell_1381,550,12169.635764481674,-6401.176321118037,L2/3,L2/3,L2/3,L2/3,12169.635764481674,-6401.176321118037
Cell_1382,591,3586.1322572988374,-6400.348920009495,L6,L6,L6,L6,3586.1322572988374,-6400.348920009495
Cell_1383,336,4005.0142024584948,-6404.411871296342,L6,L6,L6,L6,4005.0142024584948,-6404.411871296342
Cell_1385,392,9495.290017339608,-6404.294178845677,L2/3,L2/3,L2/3,L2/3,9495.290017339608,-6404.294178845677
Cell_1387,334,13653.53175226802,-6418.719694263876,L1,L1,L1,L1,13653.53175226802,-6418.719694263876
Cell_1390,575,10739.602698015031,-6435.0963191366345,L2/3,L2/3,L2/3,L2/3,10739.602698015031,-6435.0963191366345
